name,artifact_dir,nrows,ncols,matrix_nrows,matrix_ncols,nnz_max_capacity,max_time,min_time,max_chain_time,min_chain_time,passed,status,failed_step,error_type,returncode,saved_make_log,cli_tail
matrix_2097152rows_16nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_64_cache,,,,,,,,,,,skipped,,,,,
matrix_2097152rows_64nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_64_cache,,,,,,,,,,,skipped,,,,,
matrix_2097152rows_16nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_128_cache,,,,,,,,,,,skipped,,,,,
matrix_2097152rows_64nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_128_cache,,,,,,,,,,,skipped,,,,,
matrix_2097152rows_16nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_256_cache,256,256,2097152,2097152,613,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/005_matrix_2097152rows_16nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.78 FAIL smoke [ NROWS=256 XPERCOL=8192 NCOLS=256 ROWSPERPE=8192 NNZ_CAPACITY=613 MATRIX_NNZ=33554432 MIN_NNZ=407 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_2097152rows_64nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_256_cache,256,256,2097152,2097152,2252,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/006_matrix_2097152rows_64nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.85 FAIL smoke [ NROWS=256 XPERCOL=8192 NCOLS=256 ROWSPERPE=8192 NNZ_CAPACITY=2252 MATRIX_NNZ=134217728 MIN_NNZ=1843 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_16nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_64_cache,64,64,524288,524288,2218,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/007_matrix_524288rows_16nnzperrow_64_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.77 FAIL smoke [ NROWS=64 XPERCOL=8192 NCOLS=64 ROWSPERPE=8192 NNZ_CAPACITY=2218 MATRIX_NNZ=8388608 MIN_NNZ=1887 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_256nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_64_cache,,,,,,,,,,,skipped,,,,,
matrix_524288rows_64nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_64_cache,64,64,524288,524288,8509,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/009_matrix_524288rows_64nnzperrow_64_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.78 FAIL smoke [ NROWS=64 XPERCOL=8192 NCOLS=64 ROWSPERPE=8192 NNZ_CAPACITY=8509 MATRIX_NNZ=33554432 MIN_NNZ=7878 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_2097152rows_16nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_384_cache,384,384,2097152,2097152,305,24745.0,23582.0,7354.0,4018.0,True,ok,,,,,
matrix_2097152rows_64nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_384_cache,384,384,2097152,2097152,1056,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/011_matrix_2097152rows_64nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.84 FAIL smoke [ NROWS=384 XPERCOL=5462 NCOLS=384 ROWSPERPE=5462 NNZ_CAPACITY=1056 MATRIX_NNZ=134217728 MIN_NNZ=781 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_2097152rows_16nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_16nnzperrow_512_cache,512,512,2097152,2097152,189,20938.0,19934.0,4570.0,1954.0,True,ok,,,,,
matrix_2097152rows_64nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_2097152rows_64nnzperrow_512_cache,512,512,2097152,2097152,613,31160.0,29480.0,14746.0,9850.0,True,ok,,,,,
matrix_524288rows_16nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_128_cache,128,128,524288,524288,601,25254.0,23774.0,14458.0,10042.0,True,ok,,,,,
matrix_524288rows_256nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_128_cache,128,128,524288,524288,8556,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/015_matrix_524288rows_256nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.78 FAIL smoke [ NROWS=128 XPERCOL=4096 NCOLS=128 ROWSPERPE=4096 NNZ_CAPACITY=8556 MATRIX_NNZ=134217728 MIN_NNZ=7851 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_524288rows_64nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_128_cache,128,128,524288,524288,2250,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/016_matrix_524288rows_64nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.78 FAIL smoke [ NROWS=128 XPERCOL=4096 NCOLS=128 ROWSPERPE=4096 NNZ_CAPACITY=2250 MATRIX_NNZ=33554432 MIN_NNZ=1852 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_1024nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_1024nnzperrow_64_cache,,,,,,,,,,,skipped,,,,,
matrix_131072rows_16nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_16nnzperrow_64_cache,64,64,131072,131072,595,19815.0,18389.0,14314.0,10258.0,True,ok,,,,,
matrix_131072rows_256nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_256nnzperrow_64_cache,64,64,131072,131072,8522,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/019_matrix_131072rows_256nnzperrow_64_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:00.78 FAIL smoke [ NROWS=64 XPERCOL=2048 NCOLS=64 ROWSPERPE=2048 NNZ_CAPACITY=8522 MATRIX_NNZ=33554432 MIN_NNZ=7837 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_131072rows_64nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_131072rows_64nnzperrow_64_cache,64,64,131072,131072,2221,58854.0,55892.0,53338.0,45082.0,True,ok,,,,,
matrix_524288rows_16nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_256_cache,256,256,524288,524288,181,12337.0,11479.0,4378.0,2026.0,True,ok,,,,,
matrix_524288rows_256nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_256_cache,256,256,524288,524288,2266,62396.0,58793.0,54418.0,44890.0,True,ok,,,,,
matrix_524288rows_64nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_256_cache,256,256,524288,524288,608,22440.0,21105.0,14626.0,10210.0,True,ok,,,,,
matrix_524288rows_16nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_16nnzperrow_384_cache,384,384,524288,524288,93,10982.0,10142.0,2266.0,634.0,True,ok,,,,,
matrix_524288rows_256nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_256nnzperrow_384_cache,384,384,524288,524288,1041,33422.0,31312.0,25018.0,18538.0,True,ok,,,,,
matrix_524288rows_64nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_524288rows_64nnzperrow_384_cache,384,384,524288,524288,302,15452.0,14410.0,7282.0,3970.0,True,ok,,,,,
